Var1,Var2
MAR03905,Glycolysis / Gluconeogenesis
MAR03907,Glycolysis / Gluconeogenesis
MAR04097,Glycolysis / Gluconeogenesis
MAR04108,Glycolysis / Gluconeogenesis
MAR04133,Glycolysis / Gluconeogenesis
MAR04137,Glycolysis / Gluconeogenesis
MAR04281,Glycolysis / Gluconeogenesis
MAR04388,Glycolysis / Gluconeogenesis
MAR08357,Glycolysis / Gluconeogenesis
MAR04379,Glycolysis / Gluconeogenesis
MAR04301,Glycolysis / Gluconeogenesis
MAR04355,Glycolysis / Gluconeogenesis
MAR04358,Glycolysis / Gluconeogenesis
MAR04363,Glycolysis / Gluconeogenesis
MAR04365,Glycolysis / Gluconeogenesis
MAR04368,Glycolysis / Gluconeogenesis
MAR04370,Glycolysis / Gluconeogenesis
MAR04371,Glycolysis / Gluconeogenesis
MAR04372,Glycolysis / Gluconeogenesis
MAR04373,Glycolysis / Gluconeogenesis
MAR04375,Glycolysis / Gluconeogenesis
MAR04377,Glycolysis / Gluconeogenesis
MAR04381,Glycolysis / Gluconeogenesis
MAR04391,Glycolysis / Gluconeogenesis
MAR04394,Glycolysis / Gluconeogenesis
MAR04396,Glycolysis / Gluconeogenesis
MAR04521,Glycolysis / Gluconeogenesis
MAR06410,Glycolysis / Gluconeogenesis
MAR06412,Glycolysis / Gluconeogenesis
MAR07747,Glycolysis / Gluconeogenesis
MAR08360,Glycolysis / Gluconeogenesis
MAR03989,Starch and sucrose metabolism
MAR04122,Starch and sucrose metabolism
MAR05395,Starch and sucrose metabolism
MAR05396,Starch and sucrose metabolism
MAR09727,Starch and sucrose metabolism
MAR05397,Starch and sucrose metabolism
MAR05398,Starch and sucrose metabolism
MAR05399,Starch and sucrose metabolism
MAR05400,Starch and sucrose metabolism
MAR05401,Starch and sucrose metabolism
MAR08568,Starch and sucrose metabolism
MAR08569,Starch and sucrose metabolism
MAR08570,Starch and sucrose metabolism
MAR08571,Starch and sucrose metabolism
MAR08572,Starch and sucrose metabolism
MAR08573,Starch and sucrose metabolism
MAR08574,Starch and sucrose metabolism
MAR08575,Starch and sucrose metabolism
MAR08576,Starch and sucrose metabolism
MAR08577,Starch and sucrose metabolism
MAR08578,Starch and sucrose metabolism
MAR08579,Starch and sucrose metabolism
MAR08581,Starch and sucrose metabolism
MAR08591,Starch and sucrose metabolism
MAR08592,Starch and sucrose metabolism
MAR08580,Starch and sucrose metabolism
MAR08582,Starch and sucrose metabolism
MAR08587,Starch and sucrose metabolism
MAR08589,Starch and sucrose metabolism
MAR08585,Starch and sucrose metabolism
MAR03944,Galactose metabolism
MAR04128,Galactose metabolism
MAR04130,Galactose metabolism
MAR04131,Galactose metabolism
MAR04132,Galactose metabolism
MAR04303,Galactose metabolism
MAR04414,Galactose metabolism
MAR04416,Galactose metabolism
MAR04774,Galactose metabolism
MAR04775,Galactose metabolism
MAR07674,Galactose metabolism
MAR08761,Galactose metabolism
MAR08762,Galactose metabolism
MAR08766,Galactose metabolism
MAR08767,Galactose metabolism
MAR04297,Fructose and mannose metabolism
MAR04315,Fructose and mannose metabolism
MAR04316,Fructose and mannose metabolism
MAR04383,Fructose and mannose metabolism
MAR04385,Fructose and mannose metabolism
MAR04386,Fructose and mannose metabolism
MAR04387,Fructose and mannose metabolism
MAR04401,Fructose and mannose metabolism
MAR04402,Fructose and mannose metabolism
MAR04706,Fructose and mannose metabolism
MAR04590,Pentose and glucuronate interconversions
MAR04591,Pentose and glucuronate interconversions
MAR04592,Pentose and glucuronate interconversions
MAR04593,Pentose and glucuronate interconversions
MAR08341,Pentose and glucuronate interconversions
MAR08342,Pentose and glucuronate interconversions
MAR08344,Pentose and glucuronate interconversions
MAR08352,Pentose and glucuronate interconversions
MAR08726,Pentose and glucuronate interconversions
MAR08727,Pentose and glucuronate interconversions
MAR08729,Pentose and glucuronate interconversions
MAR06537,Pentose and glucuronate interconversions
MAR03853,Pyruvate metabolism
MAR03854,Pyruvate metabolism
MAR03855,Pyruvate metabolism
MAR03857,Pyruvate metabolism
MAR03859,Pyruvate metabolism
MAR04087,Pyruvate metabolism
MAR04089,Pyruvate metabolism
MAR04091,Pyruvate metabolism
MAR04101,Pyruvate metabolism
MAR04103,Pyruvate metabolism
MAR04193,Pyruvate metabolism
MAR08497,Pyruvate metabolism
MAR08500,Pyruvate metabolism
MAR08501,Pyruvate metabolism
MAR08502,Pyruvate metabolism
MAR08503,Pyruvate metabolism
MAR08504,Pyruvate metabolism
MAR08506,Pyruvate metabolism
MAR08507,Pyruvate metabolism
MAR08508,Pyruvate metabolism
MAR08509,Pyruvate metabolism
MAR08511,Pyruvate metabolism
MAR08514,Pyruvate metabolism
MAR08516,Pyruvate metabolism
MAR04280,Pyruvate metabolism
MAR00153,Propanoate metabolism
MAR03212,Propanoate metabolism
MAR03797,Propanoate metabolism
MAR03800,Propanoate metabolism
MAR04105,Propanoate metabolism
MAR04106,Propanoate metabolism
MAR04107,Propanoate metabolism
MAR04282,Propanoate metabolism
MAR04331,Propanoate metabolism
MAR04459,Propanoate metabolism
MAR04460,Propanoate metabolism
MAR04497,Propanoate metabolism
MAR04741,Propanoate metabolism
MAR09804,Propanoate metabolism
MAR01434,Butanoate metabolism
MAR01436,Butanoate metabolism
MAR03163,Butanoate metabolism
MAR04461,Butanoate metabolism
MAR04604,Butanoate metabolism
MAR05351,Butanoate metabolism
MAR07709,Butanoate metabolism
MAR04350,Pentose phosphate pathway
MAR04351,Pentose phosphate pathway
MAR04352,Pentose phosphate pathway
MAR04354,Pentose phosphate pathway
MAR04398,Pentose phosphate pathway
MAR04404,Pentose phosphate pathway
MAR04473,Pentose phosphate pathway
MAR04474,Pentose phosphate pathway
MAR04476,Pentose phosphate pathway
MAR04477,Pentose phosphate pathway
MAR04501,Pentose phosphate pathway
MAR04565,Pentose phosphate pathway
MAR04567,Pentose phosphate pathway
MAR04568,Pentose phosphate pathway
MAR04623,Pentose phosphate pathway
MAR04625,Pentose phosphate pathway
MAR04710,Pentose phosphate pathway
MAR08074,Pentose phosphate pathway
MAR08653,Pentose phosphate pathway
MAR03998,Purine metabolism
MAR04000,Purine metabolism
MAR04002,Purine metabolism
MAR04004,Purine metabolism
MAR04010,Purine metabolism
MAR04081,Purine metabolism
MAR04082,Purine metabolism
MAR04012,Purine metabolism
MAR04014,Purine metabolism
MAR04020,Purine metabolism
MAR04022,Purine metabolism
MAR04038,Purine metabolism
MAR04040,Purine metabolism
MAR04042,Purine metabolism
MAR04046,Purine metabolism
MAR04048,Purine metabolism
MAR04080,Purine metabolism
MAR04085,Purine metabolism
MAR04086,Purine metabolism
MAR04134,Purine metabolism
MAR04135,Purine metabolism
MAR04168,Purine metabolism
MAR04171,Purine metabolism
MAR04290,Purine metabolism
MAR04406,Purine metabolism
MAR04412,Purine metabolism
MAR04417,Purine metabolism
MAR04419,Purine metabolism
MAR04421,Purine metabolism
MAR04449,Purine metabolism
MAR04450,Purine metabolism
MAR04451,Purine metabolism
MAR04453,Purine metabolism
MAR04480,Purine metabolism
MAR04518,Purine metabolism
MAR04519,Purine metabolism
MAR04520,Purine metabolism
MAR04573,Purine metabolism
MAR04574,Purine metabolism
MAR04600,Purine metabolism
MAR04602,Purine metabolism
MAR04603,Purine metabolism
MAR04612,Purine metabolism
MAR04632,Purine metabolism
MAR04646,Purine metabolism
MAR04648,Purine metabolism
MAR04649,Purine metabolism
MAR04650,Purine metabolism
MAR04651,Purine metabolism
MAR04663,Purine metabolism
MAR04695,Purine metabolism
MAR04705,Purine metabolism
MAR04709,Purine metabolism
MAR04799,Purine metabolism
MAR04802,Purine metabolism
MAR04804,Purine metabolism
MAR04808,Purine metabolism
MAR04810,Purine metabolism
MAR04812,Purine metabolism
MAR04814,Purine metabolism
MAR05301,Purine metabolism
MAR05353,Purine metabolism
MAR06602,Purine metabolism
MAR06603,Purine metabolism
MAR07144,Purine metabolism
MAR08755,Purine metabolism
MAR04016,Purine metabolism
MAR04018,Purine metabolism
MAR04044,Purine metabolism
MAR04291,Purine metabolism
MAR04420,Purine metabolism
MAR04570,Purine metabolism
MAR04572,Purine metabolism
MAR04006,Pyrimidine metabolism
MAR04028,Pyrimidine metabolism
MAR04030,Pyrimidine metabolism
MAR04670,Pyrimidine metabolism
MAR04673,Pyrimidine metabolism
MAR04675,Pyrimidine metabolism
MAR06614,Pyrimidine metabolism
MAR06615,Pyrimidine metabolism
MAR06616,Pyrimidine metabolism
MAR04635,Pyrimidine metabolism
MAR03931,Pyrimidine metabolism
MAR03969,Pyrimidine metabolism
MAR03970,Pyrimidine metabolism
MAR04008,Pyrimidine metabolism
MAR04034,Pyrimidine metabolism
MAR04036,Pyrimidine metabolism
MAR04050,Pyrimidine metabolism
MAR04056,Pyrimidine metabolism
MAR04059,Pyrimidine metabolism
MAR04060,Pyrimidine metabolism
MAR04127,Pyrimidine metabolism
MAR04177,Pyrimidine metabolism
MAR04179,Pyrimidine metabolism
MAR04182,Pyrimidine metabolism
MAR04183,Pyrimidine metabolism
MAR04192,Pyrimidine metabolism
MAR04210,Pyrimidine metabolism
MAR04211,Pyrimidine metabolism
MAR04346,Pyrimidine metabolism
MAR04484,Pyrimidine metabolism
MAR04485,Pyrimidine metabolism
MAR04510,Pyrimidine metabolism
MAR04512,Pyrimidine metabolism
MAR04513,Pyrimidine metabolism
MAR04577,Pyrimidine metabolism
MAR04579,Pyrimidine metabolism
MAR04580,Pyrimidine metabolism
MAR04608,Pyrimidine metabolism
MAR04575,Pyrimidine metabolism
MAR04637,Pyrimidine metabolism
MAR04642,Pyrimidine metabolism
MAR04643,Pyrimidine metabolism
MAR04644,Pyrimidine metabolism
MAR04676,Pyrimidine metabolism
MAR05299,Pyrimidine metabolism
MAR05352,Pyrimidine metabolism
MAR06612,Pyrimidine metabolism
MAR06613,Pyrimidine metabolism
MAR06623,Pyrimidine metabolism
MAR06624,Pyrimidine metabolism
MAR06627,Pyrimidine metabolism
MAR08072,Pyrimidine metabolism
MAR03965,Nucleotide metabolism
MAR03966,Nucleotide metabolism
MAR03967,Nucleotide metabolism
MAR03968,Nucleotide metabolism
MAR03999,Nucleotide metabolism
MAR04024,Nucleotide metabolism
MAR04026,Nucleotide metabolism
MAR04054,Nucleotide metabolism
MAR04061,Nucleotide metabolism
MAR04083,Nucleotide metabolism
MAR04136,Nucleotide metabolism
MAR04180,Nucleotide metabolism
MAR04185,Nucleotide metabolism
MAR04186,Nucleotide metabolism
MAR04342,Nucleotide metabolism
MAR04344,Nucleotide metabolism
MAR04483,Nucleotide metabolism
MAR04507,Nucleotide metabolism
MAR04516,Nucleotide metabolism
MAR04601,Nucleotide metabolism
MAR04640,Nucleotide metabolism
MAR04641,Nucleotide metabolism
MAR04680,Nucleotide metabolism
MAR04806,Nucleotide metabolism
MAR06625,Nucleotide metabolism
MAR06626,Nucleotide metabolism
MAR07160,Nucleotide metabolism
MAR07161,Nucleotide metabolism
MAR07163,Nucleotide metabolism
MAR07164,Nucleotide metabolism
MAR07713,Nucleotide metabolism
MAR07716,Nucleotide metabolism
MAR07717,Nucleotide metabolism
MAR07721,Nucleotide metabolism
MAR07725,Nucleotide metabolism
MAR07728,Nucleotide metabolism
MAR07801,Nucleotide metabolism
MAR07863,Nucleotide metabolism
MAR07864,Nucleotide metabolism
MAR07865,Nucleotide metabolism
MAR07866,Nucleotide metabolism
MAR07867,Nucleotide metabolism
MAR07868,Nucleotide metabolism
MAR07869,Nucleotide metabolism
MAR07870,Nucleotide metabolism
MAR07871,Nucleotide metabolism
MAR07872,Nucleotide metabolism
MAR07873,Nucleotide metabolism
MAR07874,Nucleotide metabolism
MAR07875,Nucleotide metabolism
MAR07876,Nucleotide metabolism
MAR07878,Nucleotide metabolism
MAR07879,Nucleotide metabolism
MAR07880,Nucleotide metabolism
MAR07881,Nucleotide metabolism
MAR07882,Nucleotide metabolism
MAR07883,Nucleotide metabolism
MAR07884,Nucleotide metabolism
MAR07885,Nucleotide metabolism
MAR07886,Nucleotide metabolism
MAR07887,Nucleotide metabolism
MAR07888,Nucleotide metabolism
MAR07889,Nucleotide metabolism
MAR07890,Nucleotide metabolism
MAR07891,Nucleotide metabolism
MAR07892,Nucleotide metabolism
MAR07893,Nucleotide metabolism
MAR08083,Nucleotide metabolism
MAR08085,Nucleotide metabolism
MAR08087,Nucleotide metabolism
MAR08443,Nucleotide metabolism
MAR08444,Nucleotide metabolism
MAR08445,Nucleotide metabolism
MAR08448,Nucleotide metabolism
MAR08449,Nucleotide metabolism
MAR08450,Nucleotide metabolism
MAR08451,Nucleotide metabolism
MAR08452,Nucleotide metabolism
MAR08453,Nucleotide metabolism
MAR08454,Nucleotide metabolism
MAR08455,Nucleotide metabolism
MAR08456,Nucleotide metabolism
MAR08457,Nucleotide metabolism
MAR08458,Nucleotide metabolism
MAR08459,Nucleotide metabolism
MAR08460,Nucleotide metabolism
MAR08462,Nucleotide metabolism
MAR08463,Nucleotide metabolism
MAR08464,Nucleotide metabolism
MAR08465,Nucleotide metabolism
MAR08466,Nucleotide metabolism
MAR08467,Nucleotide metabolism
MAR08468,Nucleotide metabolism
MAR08469,Nucleotide metabolism
MAR08470,Nucleotide metabolism
MAR08471,Nucleotide metabolism
MAR08472,Nucleotide metabolism
MAR08474,Nucleotide metabolism
MAR08477,Nucleotide metabolism
MAR08478,Nucleotide metabolism
MAR08479,Nucleotide metabolism
MAR08482,Nucleotide metabolism
MAR08483,Nucleotide metabolism
MAR08485,Nucleotide metabolism
MAR08486,Nucleotide metabolism
MAR08488,Nucleotide metabolism
MAR08489,Nucleotide metabolism
MAR03802,"Alanine, aspartate and glutamate metabolism"
MAR03804,"Alanine, aspartate and glutamate metabolism"
MAR03811,"Alanine, aspartate and glutamate metabolism"
MAR03813,"Alanine, aspartate and glutamate metabolism"
MAR03822,"Alanine, aspartate and glutamate metabolism"
MAR03827,"Alanine, aspartate and glutamate metabolism"
MAR03829,"Alanine, aspartate and glutamate metabolism"
MAR03831,"Alanine, aspartate and glutamate metabolism"
MAR03862,"Alanine, aspartate and glutamate metabolism"
MAR03865,"Alanine, aspartate and glutamate metabolism"
MAR03870,"Alanine, aspartate and glutamate metabolism"
MAR03890,"Alanine, aspartate and glutamate metabolism"
MAR03892,"Alanine, aspartate and glutamate metabolism"
MAR09802,"Alanine, aspartate and glutamate metabolism"
MAR03903,"Alanine, aspartate and glutamate metabolism"
MAR04109,"Alanine, aspartate and glutamate metabolism"
MAR04114,"Alanine, aspartate and glutamate metabolism"
MAR04115,"Alanine, aspartate and glutamate metabolism"
MAR04118,"Alanine, aspartate and glutamate metabolism"
MAR04172,"Alanine, aspartate and glutamate metabolism"
MAR04196,"Alanine, aspartate and glutamate metabolism"
MAR04197,"Alanine, aspartate and glutamate metabolism"
MAR04287,"Alanine, aspartate and glutamate metabolism"
MAR04690,"Alanine, aspartate and glutamate metabolism"
MAR04693,"Alanine, aspartate and glutamate metabolism"
MAR06780,"Alanine, aspartate and glutamate metabolism"
MAR07641,"Alanine, aspartate and glutamate metabolism"
MAR08626,"Alanine, aspartate and glutamate metabolism"
MAR03806,Arginine and proline metabolism
MAR03807,Arginine and proline metabolism
MAR03816,Arginine and proline metabolism
MAR03819,Arginine and proline metabolism
MAR03820,Arginine and proline metabolism
MAR03833,Arginine and proline metabolism
MAR03835,Arginine and proline metabolism
MAR03837,Arginine and proline metabolism
MAR03838,Arginine and proline metabolism
MAR03895,Arginine and proline metabolism
MAR03897,Arginine and proline metabolism
MAR03956,Arginine and proline metabolism
MAR03993,Arginine and proline metabolism
MAR04073,Arginine and proline metabolism
MAR04075,Arginine and proline metabolism
MAR04077,Arginine and proline metabolism
MAR04190,Arginine and proline metabolism
MAR04212,Arginine and proline metabolism
MAR04422,Arginine and proline metabolism
MAR04583,Arginine and proline metabolism
MAR04606,Histidine metabolism
MAR04607,Histidine metabolism
MAR04776,Arginine and proline metabolism
MAR04777,Arginine and proline metabolism
MAR04778,Arginine and proline metabolism
MAR04779,Arginine and proline metabolism
MAR04780,Arginine and proline metabolism
MAR04781,Arginine and proline metabolism
MAR04784,Arginine and proline metabolism
MAR04785,Arginine and proline metabolism
MAR04786,Arginine and proline metabolism
MAR04787,Arginine and proline metabolism
MAR05384,Arginine and proline metabolism
MAR06938,Arginine and proline metabolism
MAR06965,Arginine and proline metabolism
MAR06966,Arginine and proline metabolism
MAR08096,Arginine and proline metabolism
MAR08097,Arginine and proline metabolism
MAR08098,Arginine and proline metabolism
MAR08425,Arginine and proline metabolism
MAR08426,Arginine and proline metabolism
MAR08427,Arginine and proline metabolism
MAR08432,Arginine and proline metabolism
MAR08603,Arginine and proline metabolism
MAR08604,Arginine and proline metabolism
MAR08605,Arginine and proline metabolism
MAR08609,Arginine and proline metabolism
MAR08610,Arginine and proline metabolism
MAR08611,Arginine and proline metabolism
MAR04285,"Alanine, aspartate and glutamate metabolism"
MAR03752,"Glycine, serine and threonine metabolism"
MAR03770,"Glycine, serine and threonine metabolism"
MAR03784,"Glycine, serine and threonine metabolism"
MAR03839,"Glycine, serine and threonine metabolism"
MAR03841,"Glycine, serine and threonine metabolism"
MAR03843,"Glycine, serine and threonine metabolism"
MAR03845,"Glycine, serine and threonine metabolism"
MAR03849,"Glycine, serine and threonine metabolism"
MAR03856,"Glycine, serine and threonine metabolism"
MAR03883,"Glycine, serine and threonine metabolism"
MAR03939,"Glycine, serine and threonine metabolism"
MAR03974,"Glycine, serine and threonine metabolism"
MAR04198,"Glycine, serine and threonine metabolism"
MAR04199,"Glycine, serine and threonine metabolism"
MAR04200,"Glycine, serine and threonine metabolism"
MAR04348,"Glycine, serine and threonine metabolism"
MAR04582,"Glycine, serine and threonine metabolism"
MAR04584,"Glycine, serine and threonine metabolism"
MAR04696,"Glycine, serine and threonine metabolism"
MAR04697,"Glycine, serine and threonine metabolism"
MAR04698,"Glycine, serine and threonine metabolism"
MAR04699,"Glycine, serine and threonine metabolism"
MAR04700,"Glycine, serine and threonine metabolism"
MAR04742,"Glycine, serine and threonine metabolism"
MAR04792,"Glycine, serine and threonine metabolism"
MAR05392,"Glycine, serine and threonine metabolism"
MAR05393,"Glycine, serine and threonine metabolism"
MAR06409,"Glycine, serine and threonine metabolism"
MAR07702,"Glycine, serine and threonine metabolism"
MAR08439,"Glycine, serine and threonine metabolism"
MAR08440,"Glycine, serine and threonine metabolism"
MAR08441,"Glycine, serine and threonine metabolism"
MAR09718,"Glycine, serine and threonine metabolism"
MAR09486,"Glycine, serine and threonine metabolism"
MAR04428,Histidine metabolism
MAR04429,Histidine metabolism
MAR05338,Histidine metabolism
MAR05339,Histidine metabolism
MAR08783,Histidine metabolism
MAR08784,Histidine metabolism
MAR04239,Lysine metabolism
MAR04288,Lysine metabolism
MAR04596,Lysine metabolism
MAR04597,Lysine metabolism
MAR04599,Lysine metabolism
MAR04667,Lysine metabolism
MAR04668,Lysine metabolism
MAR04737,Lysine metabolism
MAR04739,Lysine metabolism
MAR06415,Lysine metabolism
MAR06974,Lysine metabolism
MAR06975,Lysine metabolism
MAR06976,Lysine metabolism
MAR06977,Lysine metabolism
MAR06978,Lysine metabolism
MAR06979,Lysine metabolism
MAR06980,Lysine metabolism
MAR06981,Lysine metabolism
MAR06982,Lysine metabolism
MAR08021,Lysine metabolism
MAR08025,Lysine metabolism
MAR08026,Lysine metabolism
MAR08027,Lysine metabolism
MAR08029,Lysine metabolism
MAR03164,Tryptophan metabolism
MAR03166,Tryptophan metabolism
MAR03885,Tryptophan metabolism
MAR04250,Tryptophan metabolism
MAR08091,Tryptophan metabolism
MAR08563,Tryptophan metabolism
MAR08564,Tryptophan metabolism
MAR03935,Tyrosine metabolism
MAR04681,Tyrosine metabolism
MAR07689,Tyrosine metabolism
MAR07701,Tyrosine metabolism
MAR08530,Tyrosine metabolism
MAR08534,Tyrosine metabolism
MAR08535,Tyrosine metabolism
MAR08537,Tyrosine metabolism
MAR03206,"Valine, leucine, and isoleucine metabolism"
MAR03208,"Valine, leucine, and isoleucine metabolism"
MAR03211,"Valine, leucine, and isoleucine metabolism"
MAR03213,"Valine, leucine, and isoleucine metabolism"
MAR03744,"Valine, leucine, and isoleucine metabolism"
MAR03757,"Valine, leucine, and isoleucine metabolism"
MAR03761,"Valine, leucine, and isoleucine metabolism"
MAR03778,"Valine, leucine, and isoleucine metabolism"
MAR03795,"Valine, leucine, and isoleucine metabolism"
MAR04797,"Valine, leucine, and isoleucine metabolism"
MAR06417,"Valine, leucine, and isoleucine metabolism"
MAR06419,"Valine, leucine, and isoleucine metabolism"
MAR06420,"Valine, leucine, and isoleucine metabolism"
MAR06421,"Valine, leucine, and isoleucine metabolism"
MAR06422,"Valine, leucine, and isoleucine metabolism"
MAR03765,"Valine, leucine, and isoleucine metabolism"
MAR08088,"Valine, leucine, and isoleucine metabolism"
MAR08787,"Valine, leucine, and isoleucine metabolism"
MAR03940,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04222,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04225,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04231,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04242,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04243,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04244,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR04246,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06707,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06713,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06714,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06725,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06728,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06730,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06731,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06734,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06736,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06738,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06740,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06746,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06750,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06755,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06756,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06758,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06762,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06763,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06768,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06772,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06774,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06776,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06778,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06787,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06808,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06811,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06813,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06817,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06826,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06829,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06834,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06841,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06849,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06854,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06874,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06875,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06876,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06883,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR06888,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR07628,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR08539,"Phenylalanine, tyrosine and tryptophan biosynthesis"
MAR03875,Cysteine and methionine metabolism
MAR03877,Cysteine and methionine metabolism
MAR03879,Cysteine and methionine metabolism
MAR03881,Cysteine and methionine metabolism
MAR03912,Cysteine and methionine metabolism
MAR03917,Cysteine and methionine metabolism
MAR03919,Cysteine and methionine metabolism
MAR03920,Cysteine and methionine metabolism
MAR03928,Cysteine and methionine metabolism
MAR03995,Cysteine and methionine metabolism
MAR04189,Cysteine and methionine metabolism
MAR04302,Cysteine and methionine metabolism
MAR04323,Cysteine and methionine metabolism
MAR05385,Cysteine and methionine metabolism
MAR05386,Cysteine and methionine metabolism
MAR05387,Cysteine and methionine metabolism
MAR05389,Cysteine and methionine metabolism
MAR06515,Cysteine and methionine metabolism
MAR06518,Cysteine and methionine metabolism
MAR06519,Cysteine and methionine metabolism
MAR06520,Cysteine and methionine metabolism
MAR08066,Cysteine and methionine metabolism
MAR08067,Cysteine and methionine metabolism
MAR08068,Cysteine and methionine metabolism
MAR08069,Cysteine and methionine metabolism
MAR03868,Glutathione metabolism
MAR03869,Glutathione metabolism
MAR03889,Glutathione metabolism
MAR03933,Glutathione metabolism
MAR03937,Glutathione metabolism
MAR04116,Glutathione metabolism
MAR04120,Glutathione metabolism
MAR04121,Glutathione metabolism
MAR04175,Glutathione metabolism
MAR04176,Glutathione metabolism
MAR04324,Glutathione metabolism
MAR04326,Glutathione metabolism
MAR04328,Glutathione metabolism
MAR04329,Glutathione metabolism
MAR04708,Glutathione metabolism
MAR08769,Glutathione metabolism
MAR08770,Glutathione metabolism
MAR04079,Beta-alanine metabolism
MAR04174,Beta-alanine metabolism
MAR04330,Beta-alanine metabolism
MAR04425,Beta-alanine metabolism
MAR04427,Beta-alanine metabolism
MAR04689,Beta-alanine metabolism
MAR04735,Beta-alanine metabolism
MAR07991,Beta-alanine metabolism
MAR07993,Beta-alanine metabolism
MAR07128,Metabolism of other amino acids
MAR07129,Metabolism of other amino acids
MAR07130,Metabolism of other amino acids
MAR07131,Metabolism of other amino acids
MAR07133,Metabolism of other amino acids
MAR07137,Metabolism of other amino acids
MAR07140,Metabolism of other amino acids
MAR07141,Metabolism of other amino acids
MAR03748,"Valine, leucine, and isoleucine metabolism"
MAR03751,"Valine, leucine, and isoleucine metabolism"
MAR03753,"Valine, leucine, and isoleucine metabolism"
MAR03755,"Valine, leucine, and isoleucine metabolism"
MAR03759,"Valine, leucine, and isoleucine metabolism"
MAR03763,"Valine, leucine, and isoleucine metabolism"
MAR03767,"Valine, leucine, and isoleucine metabolism"
MAR03769,"Valine, leucine, and isoleucine metabolism"
MAR03773,"Valine, leucine, and isoleucine metabolism"
MAR03775,"Valine, leucine, and isoleucine metabolism"
MAR03780,"Valine, leucine, and isoleucine metabolism"
MAR03783,"Valine, leucine, and isoleucine metabolism"
MAR03785,"Valine, leucine, and isoleucine metabolism"
MAR03792,"Valine, leucine, and isoleucine metabolism"
MAR03796,"Valine, leucine, and isoleucine metabolism"
MAR03823,"Valine, leucine, and isoleucine metabolism"
MAR06416,"Valine, leucine, and isoleucine metabolism"
MAR03988,Amino sugar and nucleotide sugar metabolism
MAR04124,Amino sugar and nucleotide sugar metabolism
MAR04158,Amino sugar and nucleotide sugar metabolism
MAR04159,Amino sugar and nucleotide sugar metabolism
MAR04299,Amino sugar and nucleotide sugar metabolism
MAR04300,Amino sugar and nucleotide sugar metabolism
MAR04494,Amino sugar and nucleotide sugar metabolism
MAR04524,Amino sugar and nucleotide sugar metabolism
MAR04525,Amino sugar and nucleotide sugar metabolism
MAR04526,Amino sugar and nucleotide sugar metabolism
MAR04528,Amino sugar and nucleotide sugar metabolism
