"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30"
"6906","ENSG00000107863",1107,905,355,7,76,591,36,2,198,549,296,267,5,49,48,1,2,356,819,749,0,17,786,958,281,340,827,592,219,408
"6907","ENSG00000128805",55,85,71,0,3,8,20,10,96,37,109,59,6,6,13,0,1,119,59,101,1,3,75,36,7,41,58,44,36,22
"6909","ENSG00000275832",13,0,15,5,12,1,1,18,17,2,10,14,10,12,19,2,1,51,21,44,4,2,25,10,21,23,19,9,10,80
"6910","ENSG00000260781",1,1,1,1,0,0,0,5,0,1,4,2,8,7,3,0,0,1,1,2,0,0,1,0,1,0,0,0,0,3
"6911","ENSG00000138639",722,393,276,83,44,261,56,2,153,367,274,265,7,1,24,5,0,191,258,609,215,141,359,1210,286,299,896,350,186,279
"6912","ENSG00000163219",11564,11019,8906,2416,1587,2343,1764,443,5706,17530,4258,5436,261,595,485,215,393,5542,6675,13709,252,10644,12646,19560,15176,11405,13159,9949,9686,10287
"6913","ENSG00000145819",9112,7312,4965,8518,6317,578,839,438,4273,7859,2283,5149,245,663,1000,1905,1027,2130,3868,8727,153,4003,6857,19482,11200,12093,12947,7454,4823,4213
"6914","ENSG00000226272",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
"6915","ENSG00000230789",18,34,12,0,0,0,4,0,2,19,2,1,0,0,0,0,0,0,18,7,0,0,18,72,20,33,29,12,3,2
"6916","ENSG00000159314",9088,8122,8578,1218,1236,2376,1804,850,5604,8704,7487,9229,416,388,757,704,5,8270,6458,14591,4,7324,10276,14644,10177,14485,18026,7982,8508,7809
"6917","ENSG00000088756",1,2,1,2,0,0,0,1,1,0,0,0,2,4,3,0,2,2,0,3,0,0,0,3,1,0,1,3,3,2
"6918","ENSG00000137962",3,6,8,2,2,0,0,2,3,3,0,1,9,0,18,0,0,3,26,37,0,11,9,20,0,3,2,3,2,5
"6919","ENSG00000186517",15095,15978,17985,6270,5749,4968,4122,641,14674,17239,12771,25717,461,1035,1579,1869,2052,22226,11906,21963,1529,37919,17343,23006,10590,25638,29542,14659,15450,16428
"6920","ENSG00000031081",492,501,617,133,101,27,59,15,520,990,425,350,70,111,49,58,3,946,641,1361,2,1027,1088,608,333,323,699,433,455,1149
"6921","ENSG00000241155",9,11,33,0,0,32,0,0,14,6,7,17,0,0,0,1,0,11,11,18,0,0,29,20,3,29,22,20,31,4
"6922","ENSG00000134909",342,310,170,89,19,183,34,19,106,181,158,152,8,7,11,0,4,551,296,215,135,246,393,241,78,156,371,193,112,171
"6923","ENSG00000004777",403,467,419,102,142,179,82,309,343,342,927,786,120,117,57,0,1,722,455,360,267,35,474,285,97,777,814,601,566,408
"6924","ENSG00000160007",2111,2004,1755,108,241,542,227,185,730,1274,1464,1031,151,126,83,119,3,1750,1531,907,756,1191,1602,1047,261,1598,2130,1102,658,840
"6925","ENSG00000147256",1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0
"6926","ENSG00000147799",22,17,2,7,0,43,0,6,1,20,36,20,8,3,3,0,0,11,14,18,0,3,11,7,2,21,28,16,27,19
"6927","ENSG00000089820",10407,11219,8543,5722,6937,12810,1805,1884,7785,8725,13573,18752,752,1273,899,2191,1869,13279,10089,13495,1216,11888,12808,9007,2857,13960,15694,8796,9053,9164
"6928","ENSG00000124143",0,0,0,0,5,1,0,41,0,8,3,7,13,14,17,2,9,2,0,5,0,0,8,5,0,1,0,11,2,1
"6929","ENSG00000165895",42,25,0,1,0,1,1,0,3,43,36,34,0,1,0,0,0,0,21,18,0,1,36,16,6,12,28,29,5,16
"6935","ENSG00000006740",5,1,3,12,1,1,0,0,6,2,6,1,2,5,3,1,1,2,1,15,1,5,1,5,4,2,7,10,4,5
"6936","ENSG00000100852",794,539,148,2,17,71,7,25,95,410,237,49,10,14,4,0,2,137,639,471,0,162,621,604,287,178,321,235,94,157
"6938","ENSG00000047648",69,74,6,6,20,207,6,0,30,78,49,66,15,0,22,3,0,110,96,179,0,1,60,136,62,59,144,113,35,35
"6939","ENSG00000241484",8,0,0,6,3,1,0,0,15,0,1,19,1,1,9,1,1,0,14,0,0,1,1,5,2,4,8,11,14,111
"6940","ENSG00000123329",15685,13520,12484,4404,3060,4799,3410,590,11027,16400,11201,20051,373,1286,1460,432,709,10905,8629,25585,214,14940,17102,32439,19655,28450,33839,15465,13430,18058
"6941","ENSG00000141522",7860,7974,11717,13735,13489,8280,2286,1614,10613,10668,10083,23892,807,1225,1817,4286,2621,18238,9371,14002,2034,20719,10487,9661,5397,13218,15620,11915,14127,17638
"6942","ENSG00000111348",28771,26006,21132,24236,20975,8789,4010,105,20318,42649,10016,31747,523,607,766,4301,3200,20791,17085,52757,3758,49057,28295,43990,47584,26264,35091,26856,46843,53989
"6943","ENSG00000242173",3,0,0,0,1,0,0,54,1,0,1,6,50,14,27,0,0,1,2,13,0,1,2,0,0,1,3,4,0,3
"6944","ENSG00000076928",34185,35042,26737,3954,4920,28978,5095,5314,17039,30219,31937,32826,1802,3899,2731,1426,3244,32117,24352,27280,2814,22066,30183,27837,9697,42678,50749,33726,36696,35281
"6945","ENSG00000104728",69,148,45,32,26,104,10,0,12,105,44,32,2,16,12,7,0,143,81,61,0,412,233,78,19,63,119,78,13,54
"6946","ENSG00000074964",359,212,520,65,57,175,106,117,461,336,458,556,22,8,52,416,123,591,323,1371,0,907,666,386,116,170,409,236,234,403
"6947","ENSG00000132694",2858,2517,2554,207,331,699,428,73,1521,2993,1223,1550,95,207,279,5,0,1559,1860,5735,121,1498,2662,6581,2358,3502,4855,2826,2834,1726
"6948","ENSG00000196914",803,993,374,118,142,330,13,1,157,618,575,61,0,63,33,9,694,695,845,493,0,226,1006,973,204,347,732,594,162,469
"6949","ENSG00000198844",3,1,0,0,3,3,0,2,2,0,1,0,1,2,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,1
"6950","ENSG00000130762",2,1,2,0,0,1,0,5,4,2,9,0,6,2,4,1,0,0,1,2,1,3,3,3,2,5,23,11,0,3
"6951","ENSG00000110237",47,58,5,10,1,0,0,21,17,33,24,22,4,8,20,0,0,29,37,50,0,4,32,48,27,52,244,180,130,84
"6952","ENSG00000104880",2458,2930,2710,344,624,1708,449,211,1567,3257,2449,3167,96,125,144,184,205,3041,2137,1595,415,2235,2151,1966,673,2657,2694,2351,1701,1306
"6953","ENSG00000142632",421,315,295,26,117,124,54,77,221,360,383,351,3,11,12,61,379,411,228,122,0,377,404,217,88,333,359,244,140,184
"6955","ENSG00000116584",8726,5992,5099,1453,3643,2301,818,1001,3654,8913,4595,4808,487,908,802,498,2,6671,4070,7726,807,6283,5776,9039,2463,6794,9466,4595,5324,11970
"6956","ENSG00000240771",24,58,38,2,22,4,0,168,13,9,25,9,9,42,7,4,4,9,43,10,0,1,88,21,1,25,71,32,13,25
"6957","ENSG00000114790",4,2,0,2,0,1,0,1,2,3,0,1,0,0,2,0,0,1,3,3,1,1,6,4,13,4,1,2,3,5
"6958","ENSG00000243069",0,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,295,0,0,3,0,0,2,0,0,2,0,3,1,0
"6959","ENSG00000214944",36,65,9,11,18,14,4,11,19,38,32,42,40,58,8,50,57,21,42,20,89,196,62,23,4,22,21,34,34,20
"6960","ENSG00000163947",4478,3334,1293,146,234,879,126,3,1049,3321,2202,325,4,107,14,331,0,3337,3453,2933,0,899,4257,2827,2578,1776,2004,1904,921,2125
"6961","ENSG00000240198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6962","ENSG00000214694",9,4,0,2,1,0,0,0,1,4,0,1,0,2,1,0,0,0,3,4,0,188,5,2,2,0,0,4,1,0
"6964","ENSG00000213214",16,18,0,0,0,0,1,0,1,0,13,11,0,0,1,0,0,5,4,2,5,5,13,12,2,9,13,18,10,35
"6965","ENSG00000183111",18,59,54,168,210,90,12,4,25,101,5,208,2,0,11,0,0,9,9,7,1,2,18,15,23,32,33,14,10,32
"6966","ENSG00000236699",0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,2,1,1,0,3,1,0
"6967","ENSG00000249885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6968","ENSG00000137135",14,22,0,7,4,15,0,0,0,12,7,0,3,2,0,0,2,48,15,23,0,3,30,9,5,21,7,10,6,30
"6969","ENSG00000136002",60,37,5,3,9,47,0,5,16,29,26,30,2,8,6,2,0,3,28,54,1,4,38,24,9,51,70,27,44,44
"6970","ENSG00000165801",2689,2650,3670,1835,2060,491,585,191,2733,3471,1340,4263,160,228,501,755,35,1761,1358,8429,0,3895,3530,7197,1207,3675,6034,2796,2772,1368
"6971","ENSG00000050327",129,116,48,38,12,44,7,4,19,77,101,59,1,2,3,1,0,111,73,28,41,14,87,70,42,58,134,74,91,227
"6972","ENSG00000129675",4514,4162,1720,178,109,651,193,9,950,4384,1236,612,6,0,50,0,0,1871,2889,3967,173,3136,3684,4206,1783,2663,2978,2113,1113,2243
"6973","ENSG00000102606",2638,2844,820,66,123,1168,147,86,614,1653,1129,487,38,42,76,189,3,1387,1486,1463,552,800,2228,2018,567,1593,1952,1175,757,3883
"6975","ENSG00000235875",1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6977","ENSG00000131089",541,655,342,62,96,221,59,5,257,410,431,174,2,40,20,174,0,499,558,233,0,138,558,295,99,338,398,305,222,205
"6978","ENSG00000231729",3,21,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,0,2,2,4,0,0
"6979","ENSG00000117713",9767,9926,8191,1922,3236,3757,1408,557,5203,8425,6205,7621,530,975,858,697,381,8467,7634,7921,1071,8404,6870,9615,3754,11359,14654,8748,4849,4684
"6980","ENSG00000049618",3389,3376,2160,93,334,1455,252,244,1243,3151,3094,1502,106,167,346,490,2,3532,2851,1991,672,2645,2665,2427,1110,3017,4587,2562,1624,2830
"6981","ENSG00000189079",1466,1168,275,23,77,280,30,35,219,806,392,216,4,41,15,84,47,425,1286,675,0,430,1120,1451,344,801,993,680,141,736
"6982","ENSG00000116017",1221,1099,1479,1890,1438,570,336,240,1158,2061,648,2986,123,286,295,730,253,1067,942,2977,0,2857,1012,2517,653,2251,2723,1456,1270,1531
"6983","ENSG00000179361",2204,2564,1593,1086,630,965,377,40,1110,2923,1334,1660,5,41,180,7,6,1981,1225,1190,834,2078,1550,2805,975,4002,4333,2423,2392,3401
"6984","ENSG00000205143",2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,3,5,1,1
"6985","ENSG00000032219",2439,2111,572,1269,878,535,103,300,563,1543,675,757,232,34,410,782,41,249,1494,1932,327,1661,2114,3509,1135,1223,1559,1360,339,538
"6986","ENSG00000054267",3598,3625,1664,5831,9374,1686,301,673,1388,4582,1234,3066,271,349,903,1489,1500,1011,2223,2574,128,1089,3207,5085,3463,2058,2356,2331,603,1341
"6988","ENSG00000196843",4772,3376,2656,2615,2976,3073,683,606,3129,2802,2825,7142,259,264,384,395,363,4249,2883,3166,333,4516,3452,4298,5297,4780,6782,3370,4134,8199
"6989","ENSG00000150347",2533,2598,484,276,233,845,114,12,505,1760,1248,607,58,188,145,34,1,1955,1433,993,54,1142,1590,1450,870,1125,1534,1211,705,2273
"6990","ENSG00000166233",2867,2699,789,324,284,789,123,795,707,2633,1339,1654,368,418,473,73,174,1351,2181,1711,269,399,2209,3472,1482,1592,1832,1749,1406,1936
"6991","ENSG00000177479",2846,3262,2276,184,245,1329,326,104,1261,2775,1975,1267,3,3,90,0,174,2524,2095,1781,0,2081,2837,2181,1339,2340,2957,1756,1379,4750
"6994","ENSG00000120805",318,326,221,4,26,23,27,1,138,415,194,106,5,0,2,1,54,145,276,387,0,399,377,254,174,147,194,153,100,220
"6995","ENSG00000175414",444,334,92,67,133,93,11,0,71,128,152,69,0,2,10,4,1,229,204,149,43,293,147,118,31,185,220,129,139,89
"6996","ENSG00000152213",613,447,319,202,261,71,165,68,402,870,257,637,1,54,78,87,0,354,252,1225,338,120,484,1216,1433,582,663,402,482,315
"6997","ENSG00000174225",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0
"6998","ENSG00000169379",103,59,66,9,29,56,14,0,41,40,72,36,0,2,37,1,0,58,88,98,0,0,135,92,53,70,67,52,64,39
"6999","ENSG00000179674",4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0
"7000","ENSG00000152219",365,367,214,13,72,144,55,2,101,266,207,112,0,0,6,1,2,87,244,332,1,491,372,273,132,159,149,99,46,183
"7001","ENSG00000268223",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7002","ENSG00000185305",274,253,100,51,36,91,23,0,56,268,98,45,0,1,4,0,0,163,203,260,0,204,260,352,192,76,165,102,73,159
"7003","ENSG00000214087",398,369,413,164,152,596,82,1,300,357,566,613,8,34,3,1,2,642,338,385,0,466,618,341,260,539,623,365,241,729
"7004","ENSG00000185829",400,457,57,6,33,97,23,2,54,164,80,20,0,0,3,0,0,31,108,108,3,417,115,84,147,245,58,198,95,293
"7005","ENSG00000228696",197,225,46,12,119,157,27,1,50,109,66,16,2,0,1,0,3,46,56,54,0,146,62,39,82,127,33,91,33,131
"7006","ENSG00000213465",208,216,292,659,674,313,73,1,136,385,243,298,1,1,24,591,289,481,178,309,2,461,232,102,240,185,252,167,368,316
"7007","ENSG00000102931",846,907,603,29,99,347,85,0,377,1585,397,264,1,22,1,1,0,690,680,1087,20,787,797,623,446,332,443,395,541,826
"7009","ENSG00000225225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7013","ENSG00000254351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7014","ENSG00000248355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7017","ENSG00000138175",309,153,115,82,74,17,42,27,218,289,62,212,44,21,26,3,0,76,201,600,1,169,267,291,83,175,228,144,159,109
"7018","ENSG00000122644",733,386,163,97,53,161,15,1,170,493,175,136,0,1,0,0,193,265,316,181,4,36,430,232,226,167,258,153,152,323
"7019","ENSG00000188042",10126,6976,4905,1974,1739,3243,663,276,2887,7269,4038,3678,198,461,254,1076,1557,11449,5587,3590,1239,5513,7584,3375,1253,4788,5265,3962,3680,7748
"7020","ENSG00000175906",234,190,64,0,54,595,15,6,71,472,255,154,0,102,2,0,13,994,341,64,4,253,163,122,37,104,130,170,170,210
"7022","ENSG00000162980",429,444,148,120,50,82,32,34,187,514,181,213,27,0,20,24,22,258,427,721,0,49,548,490,175,183,244,245,72,168
"7025","ENSG00000228431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"7027","ENSG00000165997",5642,5740,636,224,83,811,207,321,651,6281,1304,820,10,137,165,248,11,803,2992,2715,0,388,5779,12724,4520,2345,2707,3234,1252,1145
"7029","ENSG00000141748",3,0,0,3,1,0,0,0,0,8,0,14,1,0,9,0,0,0,5,1,0,1,2,3,1,3,3,4,20,13
"7030","ENSG00000113966",39,21,8,0,0,23,0,0,15,41,16,0,0,1,0,0,0,7,16,16,0,1,46,19,5,18,14,19,10,2
"7031","ENSG00000170540",1548,1522,414,317,146,342,72,146,411,2182,252,379,24,76,82,14,0,384,755,1288,36,374,1289,1898,1071,773,552,653,450,856
"7035","ENSG00000182196",15,3,25,32,27,34,5,0,6,4,33,20,0,1,0,0,0,80,11,23,0,0,10,2,1,13,34,7,16,16
"7036","ENSG00000144746",3174,2555,1678,388,445,610,186,145,1149,5343,1255,924,0,6,56,97,12,2667,2641,7389,215,2329,3255,4292,4706,1454,1766,1770,2130,3195
"7037","ENSG00000177917",344,363,200,85,8,255,54,18,159,610,402,118,0,4,44,29,182,231,358,794,0,327,417,686,488,278,305,263,198,375
"7038","ENSG00000143862",1534,1443,1639,1125,832,453,339,242,2045,2896,1445,2466,49,39,79,105,1,2210,1259,2818,89,3450,1603,3219,1785,2677,3477,2499,1802,4713
"7039","ENSG00000134108",1302,860,412,12,128,54,42,73,274,879,271,207,19,100,60,0,45,335,885,1745,22,383,927,1203,876,384,478,408,189,792
"7040","ENSG00000196503",0,7,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,1,1,3,0,1,1,5,0,0,4,0,1,4
"7041","ENSG00000104442",291,295,129,47,23,48,14,2,69,236,124,83,15,1,1,11,3,146,290,360,0,190,323,234,151,130,144,136,89,209
"7042","ENSG00000170632",318,266,62,6,53,60,14,0,86,284,105,89,6,1,2,2,0,269,210,266,0,3,269,190,152,106,198,129,84,127
"7044","ENSG00000157343",100,65,16,0,29,55,2,0,31,24,57,14,0,0,9,1,0,37,28,20,0,3,30,27,25,38,64,14,23,32
"7045","ENSG00000118690",136,162,82,95,3,43,6,51,90,171,80,63,0,0,16,0,0,24,94,130,0,1,148,203,179,119,140,125,77,112
"7047","ENSG00000165309",19,13,0,0,17,7,10,1,7,5,0,10,2,1,1,0,0,22,9,46,0,4,11,24,29,6,5,24,0,5
"7050","ENSG00000140691",1862,910,1118,484,1003,1166,274,115,769,1234,1003,2103,4,446,210,542,88,1522,826,768,48,520,1299,1009,345,1734,1452,1310,1710,1101
"7051","ENSG00000105676",393,378,524,250,240,352,145,2,383,583,401,629,0,1,8,18,0,1120,358,450,0,294,579,396,213,433,541,361,249,564
"7052","ENSG00000125449",392,378,839,416,503,273,110,0,320,888,290,433,0,72,18,2,0,467,250,678,1,1404,479,762,339,532,572,387,701,875
"7053","ENSG00000114098",1258,1110,398,404,110,346,82,0,309,1066,486,149,39,62,13,1,0,516,910,1214,84,1,1189,1475,683,699,828,552,232,890
"7054","ENSG00000135931",23,9,3,69,36,13,6,1,6,4,13,3,0,1,4,6,4,2,8,11,1,2,10,5,6,14,12,14,6,4
"7055","ENSG00000126947",21,17,31,0,0,9,9,0,4,35,1,0,0,0,0,0,0,38,31,37,0,2,31,18,8,11,20,23,37,16
"7056","ENSG00000184867",131,65,28,0,0,158,10,0,15,72,97,1,0,1,3,1,12,165,56,82,0,0,130,40,41,48,100,29,57,25
"7057","ENSG00000102401",1336,493,219,81,68,404,40,175,285,640,578,304,1,42,72,163,1,647,626,560,229,150,795,705,337,455,678,375,167,304
"7059","ENSG00000196440",427,240,55,1,4,114,6,7,61,95,76,71,1,7,8,0,1,40,173,98,0,122,176,104,36,145,166,61,41,69
"7060","ENSG00000125962",166,131,65,5,7,70,3,1,32,95,41,4,1,0,0,0,0,92,155,184,0,1,193,118,30,47,48,65,62,126
"7061","ENSG00000198960",292,206,173,77,45,179,40,0,106,253,301,129,0,1,8,1,0,786,213,177,1,387,248,182,142,243,324,155,299,488
"7062","ENSG00000254636",1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"7063","ENSG00000143437",1526,1168,520,71,145,206,82,126,417,1312,773,413,13,4,34,36,0,947,1188,1548,282,1149,1420,1843,514,1024,1415,846,678,1265
"7064","ENSG00000172379",1,1,0,5,5,0,1,1,0,11,0,3,1,3,2,0,0,2,4,2,1,1,1,1,6,3,1,12,1,0
"7067","ENSG00000241685",883,772,830,425,195,379,200,27,769,1394,469,740,0,30,0,0,0,544,624,1205,157,652,771,1238,1329,695,969,522,374,1312
"7068","ENSG00000130429",10587,9731,16787,9651,12913,12625,4113,380,11979,18518,9058,19271,42,487,465,866,3614,30834,8473,19788,852,21805,10165,15156,16823,11609,18376,10055,9804,17483
"7069","ENSG00000163466",20586,17398,7145,7038,4220,4243,1790,128,9953,19068,4301,9831,326,452,477,1149,534,8695,10679,24559,1033,15063,16166,25508,25650,15241,19204,13587,10157,22272
"7070","ENSG00000111229",5274,4892,2963,7474,2621,1533,1006,0,3616,8385,1074,5252,32,5,93,740,322,2025,2383,6715,167,3832,4381,7783,14976,3225,4560,2673,3287,6801
"7074","ENSG00000241553",1910,3236,4853,19080,8413,2009,1263,843,3167,6532,2110,8778,88,320,257,8050,3201,4683,1788,4269,519,3355,2246,3307,4850,3568,4824,2656,3185,5043
"7075","ENSG00000250151",1,1,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"7076","ENSG00000162704",3315,3374,2594,674,594,568,472,59,2221,7476,1632,2882,77,308,223,131,0,2710,3436,10656,100,4327,3584,8979,8862,2261,3070,1967,2455,3922
"7077","ENSG00000136950",1372,1182,679,307,202,449,91,324,467,1415,563,670,2,5,36,338,1,733,850,888,0,308,1063,970,477,755,836,667,464,1672
"7078","ENSG00000128989",1591,1548,375,161,146,428,83,0,371,1238,498,340,57,1,16,62,0,413,1239,1197,40,617,1203,1708,673,635,868,845,438,1463
"7079","ENSG00000172995",2,1,1,2,2,0,0,3,0,2,0,0,0,1,0,9,0,3,1,6,0,1,3,5,1,2,14,1,3,0
"7081","ENSG00000120500",0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0
"7082","ENSG00000137486",1633,1898,2478,528,1615,830,530,31,1691,3635,1237,1653,85,238,166,307,640,3406,2130,2981,534,4404,2119,2391,953,2247,3404,2138,2244,2200
"7083","ENSG00000141480",24015,23791,20970,9375,6278,9713,6269,790,21040,32357,12761,26664,383,1054,1234,1399,385,21006,14498,40305,2010,32023,22712,44822,107011,51341,61669,28956,32851,41279
"7084","ENSG00000197070",1696,2137,2199,643,686,1661,664,229,1546,3058,2247,2862,14,307,207,227,0,3589,1535,3331,370,2484,1955,2054,966,3066,3944,1724,2076,2112
"7085","ENSG00000105643",8349,9062,4984,294,918,6134,1011,543,3209,10667,4785,4940,319,1031,577,937,449,7645,4433,4865,399,3374,5106,3857,1356,5341,6113,5295,16263,20579
"7086","ENSG00000113369",3436,1808,452,373,94,707,48,15,585,1380,878,475,0,27,32,0,0,786,2384,603,200,969,2612,2203,747,965,1909,887,229,471
"7087","ENSG00000140450",297,424,2,1,11,26,22,0,93,117,66,48,2,1,1,0,0,50,360,744,1,819,263,264,173,104,155,215,16,166
"7088","ENSG00000205784",188,192,363,244,271,728,48,1,81,268,103,230,0,2,4,82,0,176,57,50,0,127,29,50,22,132,264,65,110,131
"7089","ENSG00000100299",1240,1504,2948,1426,1319,1262,535,251,1349,1698,2129,6068,42,47,96,478,96,2245,1159,2394,314,3047,1869,1788,1244,3170,3443,1804,1402,991
"7090","ENSG00000113273",376,337,227,44,54,188,48,5,173,728,250,175,3,7,7,0,17,213,289,467,0,696,384,400,626,340,396,261,187,433
"7091","ENSG00000006756",562,433,583,389,588,320,168,19,503,780,306,421,2,2,20,102,594,548,383,780,0,558,372,447,294,288,417,271,450,308
"7092","ENSG00000229851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7096","ENSG00000062096",0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
"7097","ENSG00000232226",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"7098","ENSG00000141337",707,857,312,570,435,156,107,129,413,669,254,313,33,124,38,157,31,431,442,651,7,598,457,651,355,733,884,512,491,625
"7099","ENSG00000205667",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2
"7100","ENSG00000183876",0,0,1,0,1,3,0,2,1,1,0,0,2,0,5,0,1,1,2,2,0,2,0,1,0,0,1,2,3,19
"7101","ENSG00000180801",8,4,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,14,2,0,0,20,7,1,10,1,1,1,3
"7102","ENSG00000164291",86,77,12,1,22,0,10,0,34,75,36,23,1,0,0,1,2,51,78,91,1,0,109,68,28,33,42,49,39,29
"7103","ENSG00000129744",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"7104","ENSG00000156219",1,1,2,5,0,0,0,0,0,0,2,1,0,3,0,0,3,0,1,0,0,1,1,1,3,0,0,0,0,0
"7105","ENSG00000111339",0,0,1,6,2,1,0,0,1,0,2,4,0,1,2,3,2,1,0,0,0,4,0,1,0,0,3,1,2,0
"7106","ENSG00000167311",0,1,0,1,0,0,0,1,3,0,1,0,0,3,1,0,1,0,1,0,0,3,2,2,0,1,8,1,0,0
"7107","ENSG00000117407",11,8,0,1,0,0,0,67,1,2,2,12,0,0,7,0,0,5,11,2,0,0,4,5,1,3,6,9,14,6
"7108","ENSG00000173409",88,100,97,27,10,9,3,3,39,156,76,42,0,1,0,1,2,104,102,212,91,249,112,82,47,49,26,73,26,21
"7109","ENSG00000099889",207,321,159,92,43,30,23,93,174,393,206,59,2,32,39,0,1,428,165,83,0,20,367,129,23,294,268,206,110,40
"7110","ENSG00000004848",5,6,0,1,2,1,0,7,13,3,1,0,3,4,3,1,2,1,2,4,0,0,1,3,2,0,1,6,5,2
"7111","ENSG00000214435",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7112","ENSG00000104763",3505,4491,1669,922,973,727,271,96,2227,4560,975,1909,58,48,92,359,127,2134,3032,10942,0,3037,4478,9098,5791,2572,4074,3226,1215,3031
"7113","ENSG00000188611",7,4,1,1,0,0,0,1,0,1,2,1,0,0,0,1,0,2,0,2,0,0,7,2,4,3,3,0,0,1
"7114","ENSG00000204147",22,6,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2,12,8,0,1,12,6,1,3,14,9,1,1
"7116","ENSG00000153317",4143,4212,1689,1133,766,478,260,17,1339,3393,1328,1102,124,76,299,113,1,1582,2115,5161,667,1578,3738,8576,3535,6296,6427,4292,1887,2474
"7117","ENSG00000151693",61,50,43,0,1,28,3,5,17,62,52,59,1,1,14,148,0,108,83,94,0,137,56,114,49,29,113,66,28,26
"7118","ENSG00000088280",38,22,4,0,16,57,8,0,2,28,19,22,1,1,1,1,0,17,14,39,0,2,17,17,15,17,28,30,14,29
"7119","ENSG00000065802",862,968,629,151,106,248,104,15,365,738,1064,392,15,2,68,0,1,1154,565,646,0,164,999,685,280,795,864,611,561,964
"7120","ENSG00000146926",1,1,0,1,0,0,0,4,1,0,0,0,2,29,3,0,0,1,0,0,0,2,1,3,1,1,0,1,0,3
"7121","ENSG00000165192",1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,15,2,0,1,4,0,0,1,2,0,0
"7122","ENSG00000198881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0
"7123","ENSG00000196372",135,145,182,35,38,178,43,0,203,251,170,173,1,1,3,9,0,439,174,347,1,496,185,86,45,124,186,106,105,214
"7124","ENSG00000239388",1,0,0,1,1,1,0,2,2,0,0,0,0,3,2,0,2,1,0,0,0,1,0,0,1,2,0,2,0,0
